Date,Open,High,Low,Close,Volume,Currency,symbol,Name,Exchange,Sector,Industry,Last,Chg. %,Market Cap
2019-03-19,1191.72,1203.25,1184.85,1195.51,566,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-03-20,1202.46,1214.17,1201.4,1210.92,1414,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-03-21,1226.43,1235.65,1216.89,1229.12,9306,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-03-22,1228.85,1232.11,1207.59,1213.68,558,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-03-25,1199.56,1206.56,1197.15,1199.42,1135,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-03-26,1204.15,1207.0,1193.77,1194.06,589,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-03-27,1190.79,1190.79,1164.45,1169.72,1243,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-03-28,1178.01,1178.01,1163.26,1166.9,20612,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-03-29,1180.18,1180.18,1170.8,1176.61,234,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-04-01,1186.56,1198.88,1186.56,1195.26,1071,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-04-02,1200.05,1203.34,1191.23,1198.67,396,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-04-03,1207.7,1223.2,1199.83,1217.82,649,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-04-04,1211.29,1220.0,1210.81,1216.18,503,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-04-05,1221.03,1223.01,1214.23,1220.49,394,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-04-08,1211.45,1217.88,1204.27,1210.19,19774,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-04-09,1205.0,1207.88,1198.57,1201.53,749,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-04-10,1205.11,1210.22,1203.56,1209.88,405,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-04-11,1209.02,1216.63,1205.0,1212.07,294,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-04-12,1209.59,1222.4,1209.59,1216.63,533,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-04-15,1222.73,1227.0,1215.28,1218.11,8580,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-04-16,1230.0,1233.44,1227.08,1227.29,640,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-04-17,0.0,1244.38,1235.89,1241.35,814,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-04-18,1245.0,1245.3,1241.55,1242.2,308,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-04-23,1256.64,1270.18,1252.17,1269.02,669,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-04-24,1270.59,1276.98,1265.67,1272.3,354,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-04-25,1272.3,1275.04,1258.66,1269.88,583,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-04-26,1266.94,1278.87,1265.43,1273.62,552,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-04-29,1277.42,1283.78,1272.18,1278.15,40162,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-04-30,1190.53,1200.58,1183.0,1189.72,10335,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
2019-05-01,1199.0,1199.0,1176.75,1177.7,3104,USD,0RIH,Alphabet A,London,Communication Services,Interactive Media & Services,2957.52,-0.0024,1.98T
