Date,Open,High,Low,Close,Volume,Currency,symbol,Name,Exchange,Sector,Industry,Last,Chg. %,Market Cap
2019-02-20,1038.34,1038.34,1038.34,1038.34,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-02-27,1042.22,1042.22,1042.22,1042.22,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-03-20,953.89,953.89,953.89,953.89,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-03-22,958.1,958.1,958.1,958.1,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-03-25,940.1,940.1,940.1,940.1,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-03-26,978.6,978.6,978.6,978.6,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-04-02,987.6,987.6,987.6,987.6,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-04-03,991.5,991.5,991.5,991.5,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-04-04,983.7,983.7,983.7,983.7,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-04-05,991.3,991.3,991.3,991.3,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-04-08,978.7,978.7,978.7,978.7,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-04-09,994.2,994.2,994.2,994.2,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-04-10,990.3,990.3,990.3,990.3,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-04-11,987.8,987.8,987.8,987.8,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-04-12,1015.0,1015.0,1015.0,1015.0,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-04-17,1026.5,1026.5,1026.5,1026.5,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-04-18,1020.5,1020.5,1020.5,1020.5,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-04-23,1021.0,1021.0,1021.0,1021.0,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-04-24,1016.5,1016.5,1016.5,1016.5,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-05-13,892.0,892.0,892.0,892.0,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-05-14,886.0,886.9,880.4,880.4,40000,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-05-15,899.7,899.7,899.7,899.7,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-05-21,913.7,913.7,913.7,913.7,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-05-22,909.94,913.63,907.01,907.01,1800,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-05-23,896.6,896.6,896.6,896.6,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-05-30,880.93,883.24,880.16,883.24,1000,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-06-03,858.3,858.3,858.3,858.3,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-06-04,859.41,859.41,859.41,859.41,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-06-05,876.0,876.54,874.29,874.29,32900,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-06-11,875.2,875.2,875.2,875.2,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-06-12,869.2,869.2,869.2,869.2,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-06-13,855.1,855.1,855.1,855.1,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-06-14,855.6,855.6,855.6,855.6,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-06-17,859.49,859.49,857.6,857.6,1164900,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-06-19,877.1,877.1,877.1,877.1,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-06-20,881.9,881.9,881.9,881.9,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-06-21,881.1,886.0,879.9,886.0,66100,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-06-24,883.3,883.3,883.3,883.3,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-06-25,882.57,887.49,882.57,884.9,41344,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-06-26,883.4,883.4,883.4,883.4,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-06-27,897.5,897.5,897.5,897.5,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-06-28,897.6,897.6,897.6,897.6,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-07-01,921.88,923.3,916.06,923.3,64300,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-07-02,926.3,926.3,926.3,926.3,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-07-03,927.8,927.8,927.8,927.8,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-07-04,947.8,947.8,947.8,947.8,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-07-05,943.2,943.2,943.2,943.2,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-07-11,927.5,927.5,927.5,927.5,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-07-16,931.09,931.09,931.09,931.09,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-07-17,920.8,920.8,920.8,920.8,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-07-18,893.0,893.0,893.0,893.0,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-07-19,917.8,917.8,917.8,917.8,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-07-22,919.3,919.3,919.3,919.3,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-07-23,924.19,924.19,919.16,920.8,25642,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-07-24,916.9,916.9,916.9,916.9,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-07-25,914.3,914.3,914.3,914.3,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-07-26,910.5,910.5,910.5,910.5,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-07-29,909.2,909.2,909.2,909.2,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-07-30,924.9,924.9,924.7,924.7,61700,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-07-31,924.7,924.7,924.7,924.7,0,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
2019-08-01,900.0,910.9,900.0,910.9,22700,JPY,0QYR,Panasonic,London,Consumer Discretionary,Household Durables,1388.5,-0.0054,3.24T
